price	crime	nox	rooms	dist	radial	proptax	stratio	lowstat
33200	0.104999996721745	4.46999979019165	7.26999998092651	4.78999996185303	4	25.3999996185303	17.6000003814697	6.05000019073486
24999	2.92400002479553	6.05000019073486	6.09999990463257	2.27999997138977	5	40.2999992370605	14.6999998092651	9.8100004196167
19100	2.31399989128113	6.05000019073486	5.88000011444092	2.39000010490417	5	40.2999992370605	14.6999998092651	12.0299997329712
34899	0.0320000015199184	4.03000020980835	6.96999979019165	7.65000009536743	3	40.2000007629395	17	4.55999994277954
8400	13.6780004501343	7.40000009536743	5.92999982833862	1.82000005245209	24	66.5999984741211	20.2000007629395	34.0200004577637
21700	0.108000002801418	5.46999979019165	6.19000005722046	2.77999997138977	5	38.4000015258789	20.8999996185303	13
10200	14.3339996337891	7	4.88000011444092	1.5900000333786	24	66.5999984741211	20.2000007629395	30.6200008392334
24701	0.0209999997168779	4.09999990463257	6.38000011444092	9.1899995803833	2	31.2999992370605	15.1000003814697	5.76999998092651
24101	0.034000001847744	4.15000009536743	6.15999984741211	6.26999998092651	2	34.7999992370605	14.6999998092651	7.42999982833862
25301	0.141000002622604	4.48000001907349	6.17000007629395	5.71999979019165	3	23.2999992370605	17.8999996185303	5.80999994277954
18700	0.061999998986721	5.15000009536743	5.96999979019165	4.80999994277954	5	22.3999996185303	20.2000007629395	9.28999996185303
21000	1.00199997425079	5.38000011444092	6.67000007629395	4.23000001907349	4	30.7000007629395	21	11.9799995422363
33200	0.0689999982714653	4.44999980926514	7.42000007629395	3.5	2	27.6000003814697	18	6.19000005722046
23200	5.29300022125244	7	6.05000019073486	2.17000007629395	24	66.5999984741211	20.2000007629395	18.7600002288818
23001	0.303000003099442	4.92999982833862	6.30999994277954	5.42000007629395	5	28.7000007629395	19.6000003814697	6.15000009536743
20600	0.0430000014603138	4.6399998664856	6.25	3.60999989509583	4	27	18.2000007629395	10.5900001525879
20300	0.0719999969005585	5.80999994277954	6	2.20000004768372	2	18.7999992370605	19.1000003814697	14.2700004577637
29001	0.448000013828278	5.07000017166138	6.73000001907349	3.65000009536743	8	30.7000007629395	17.3999996185303	8.05000019073486
9700	11.5780000686646	7	5.03999996185303	1.76999998092651	24	66.5999984741211	20.2000007629395	25.6800003051758
13800	18.4979991912842	6.67999982833862	4.1399998664856	1.13999998569489	24	66.5999984741211	20.2000007629395	37.9700012207031
21200	0.0560000017285347	4.36999988555908	6.23000001907349	5.01000022888184	5	39.7999992370605	18.7000007629395	12.3400001525879
22501	0.252000004053116	4.8899998664856	5.78000020980835	4.34999990463257	4	27.7000007629395	18.6000003814697	18.0599994659424
20000	0.101999998092651	4.36999988555908	6.28000020980835	4.05000019073486	5	39.7999992370605	18.7000007629395	11.9700002670288
24600	0.0540000014007092	5.09999990463257	6.30999994277954	3.29999995231628	5	29.6000003814697	16.6000003814697	6.28999996185303
23200	0.0700000002980232	5.09999990463257	6.01999998092651	3.54999995231628	5	29.6000003814697	16.6000003814697	10.1099996566772
21200	3.67400002479553	5.82999992370605	6.30999994277954	3.99000000953674	24	66.5999984741211	20.2000007629395	10.5799999237061
22900	0.0879999995231628	5.23999977111816	6.01000022888184	5.55999994277954	5	31.1000003814697	15.1999998092651	12.4300003051758
28099	0.141000002622604	4.8899998664856	6.36999988555908	3.95000004768372	4	27.7000007629395	18.6000003814697	9.38000011444092
33100	0.0610000006854534	4.46999979019165	6.82999992370605	4.8600001335144	4	25.3999996185303	17.6000003814697	4.15999984741211
23699	0.28999999165535	4.8899998664856	5.40999984741211	3.58999991416931	4	27.7000007629395	18.6000003814697	29.5499992370605
